Objects;V;S;R;G;d;W1;W2;W3;W4;W5;W6;W7;W8;D1;D2;D3;D4;D5;D6;D7;D8;WO1;WO2;WO3;WO4;WO5;WO6;WN1;WN2;WN3;WN4;WN5;WN6;IW1;IW2;IW3;IW4;CW1;CW2;CW3;CW4;CW5;CW6;CW7;CW8;ID1;ID2;ID3;ID4;CD1;CD2;CD3;CD4;CD5;CD6;CD7;CD8;HL1;HL2;A;CP;POL;MW;FLEX;FLEX_RB;NCC;DIFF;SE;SE0;SE1;LOGP n-Oct;LOGP c-Hex;PSA;HSA;PSAR;PHSAR;LgD5;LgD6;LgD7;LgD7.5;LgD8;LgD9;LgD10;AUS7.4;%FU4;%FU5;%FU6;%FU7;%FU8;%FU9;%FU10;SOLY;LgS3;LgS4;LgS5;LgS6;LgS7;LgS7.5;LgS8;LgS9;LgS10;LgS11;MpKaA;mpKaB;PB;VD;CACO2;SKIN;MetStab;HTSflag;C1;C2;C3;C4;C5;P1;P2;P3;P4;P5;EMDIF;EMDIS;Sdry/S;Spol/S;FLEX_PT;PAINS;CUSTOM
1,1,1,2-tetrachloroethane_c0;327.875;248.402;1.31994;1.12279;0.511927;560.0;163.875;4.875;0.0;0.0;0.0;0.0;0.0;290.125;106.625;51.25;24.25;8.75;3.625;1.0;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00269201;0.0799805;0.0;0.0;2.25441;0.659716;0.0196254;0.0;0.0;0.0;0.0;0.0;0.00254086;0.0286435;0.0901562;0.410864;1.16796;0.429243;0.206319;0.0976239;0.0352251;0.0145933;0.00402573;0.000503216;0.0;0.0;1.07083;102.5;12.156;167.848;0.244904;0.244904;0;1.01545;2.22344;2.22344;0.0;2.8708;2.667;0.0;248.402;0.0;0.0;2.8708;2.8708;2.8708;2.8708;2.8708;2.8708;2.8708;2.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;-3.50988;-3.50988;-3.50988;-3.50988;-3.50988;-3.50988;-3.50988;-3.50988;-3.50988;-3.50988;-3.50988;;;59.0272;0.781971;1.28038;-0.939378;63.1237;0;0.0;0.166667;0.166667;0.0;0;0;0.0;0.0;0.0;0.0;3.11199;2.80238;1.0;0.0;0.195959;0;
1,1,1,2-tetrachloroethane_c1;327.75;249.588;1.31316;1.13127;0.512122;561.875;163.5;4.75;0.0;0.0;0.0;0.0;0.0;291.125;107.625;51.625;24.0;8.25;3.5;1.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00407104;0.0840781;0.0;0.0;2.25121;0.65508;0.0190314;0.0;0.0;0.0;0.0;0.0;0.00345942;0.0298133;0.0942453;0.422179;1.16642;0.431211;0.206841;0.0961585;0.0330545;0.0140231;0.00450743;0.0;0.0;0.0;1.07894;103.25;12.156;167.848;0.244781;0.244781;0;1.01589;2.22344;2.22344;0.0;2.8708;2.667;0.0;249.588;0.0;0.0;2.8708;2.8708;2.8708;2.8708;2.8708;2.8708;2.8708;2.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;-3.50549;-3.50549;-3.50549;-3.50549;-3.50549;-3.50549;-3.50549;-3.50549;-3.50549;-3.50549;-3.50549;;;58.7595;0.781076;1.2776;-0.93746;63.1161;0;0.0;0.166667;0.166667;0.0;0;0;0.0;0.0;0.0;0.0;3.11199;2.80274;1.0;0.0;0.195959;0;
1,1,1,2-tetrachloroethane_c2;327.625;241.829;1.35478;1.07934;0.512318;550.625;162.375;4.375;0.0;0.0;0.0;0.0;0.0;291.625;107.0;52.5;25.125;8.25;4.0;1.0;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00367717;0.133386;0.0;0.0;2.27692;0.671446;0.0180913;0.0;0.0;0.0;0.0;0.0;0.00677116;0.0281151;0.0698003;0.509331;1.20591;0.442462;0.217096;0.103896;0.034115;0.0165406;0.00413516;0.000516894;0.0;0.0;1.26513;105.0;12.156;167.848;0.244843;0.244843;0;1.0164;2.22344;2.22344;0.0;2.8708;2.667;0.0;241.829;0.0;0.0;2.8708;2.8708;2.8708;2.8708;2.8708;2.8708;2.8708;2.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;-3.5358;-3.5358;-3.5358;-3.5358;-3.5358;-3.5358;-3.5358;-3.5358;-3.5358;-3.5358;-3.5358;;;60.5285;0.809629;1.27765;-0.926855;63.4355;0;0.0;0.166667;0.166667;0.0;0;0;0.0;0.0;0.0;0.0;3.11199;2.80524;1.0;0.0;0.195959;0;
1,1,1,2-tetrachloroethane_c3;326.25;243.898;1.33765;1.09783;0.514477;550.75;163.375;4.5;0.0;0.0;0.0;0.0;0.0;289.125;108.625;53.125;25.375;8.5;4.125;1.0;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00510101;0.108375;0.0;0.0;2.25811;0.669849;0.0184503;0.0;0.0;0.0;0.0;0.0;0.00332068;0.0285691;0.0979416;0.497803;1.18543;0.44537;0.217816;0.104039;0.0348506;0.0169128;0.00410007;0.000512509;0.0;0.0;1.27876;106.25;12.156;167.848;0.244801;0.244801;0;1.01751;2.22344;2.22344;0.0;2.8708;2.667;0.0;243.898;0.0;0.0;2.8708;2.8708;2.8708;2.8708;2.8708;2.8708;2.8708;2.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;-3.53573;-3.53573;-3.53573;-3.53573;-3.53573;-3.53573;-3.53573;-3.53573;-3.53573;-3.53573;-3.53573;;;59.6756;0.812815;1.27529;-0.933183;63.683;0;0.0;0.166667;0.166667;0.0;0;0;0.0;0.0;0.0;0.0;3.11199;2.80523;1.0;0.0;0.195959;0;
1,1,1,2-tetrachloroethane_c4;327.625;244.183;1.34172;1.09514;0.512318;551.375;163.0;4.5;0.0;0.0;0.0;0.0;0.0;289.875;106.25;51.125;24.25;9.0;3.625;1.0;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00478115;0.0827911;0.0;0.0;2.25804;0.667533;0.0184288;0.0;0.0;0.0;0.0;0.0;0.0033656;0.0299998;0.0733077;0.402653;1.18712;0.435125;0.209372;0.0993109;0.0368577;0.0148454;0.0040953;0.000511912;0.0;0.0;1.31621;102.25;12.156;167.848;0.244855;0.244855;0;1.01383;2.22344;2.22344;0.0;2.8708;2.667;0.0;244.183;0.0;0.0;2.8708;2.8708;2.8708;2.8708;2.8708;2.8708;2.8708;2.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;-3.51392;-3.51392;-3.51392;-3.51392;-3.51392;-3.51392;-3.51392;-3.51392;-3.51392;-3.51392;-3.51392;;;60.1557;0.791506;1.28004;-0.931218;63.0766;0;0.0;0.166667;0.166667;0.0;0;0;0.0;0.0;0.0;0.0;3.11199;2.80289;1.0;0.0;0.195959;0;
1,1,1,2-tetrachloroethane_c5;326.0;248.002;1.3145;1.12652;0.514871;550.125;165.25;4.5;0.0;0.0;0.0;0.0;0.0;290.5;107.0;52.0;23.5;8.75;3.75;1.125;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00480832;0.0849737;0.0;0.0;2.21823;0.666324;0.018145;0.0;0.0;0.0;0.0;0.0;0.00443057;0.0303146;0.080902;0.450937;1.17136;0.431448;0.209675;0.0947572;0.0352819;0.0151208;0.00453625;0.000504028;0.0;0.0;1.25993;104.0;12.156;167.848;0.244787;0.244787;0;1.01459;2.22344;2.22344;0.0;2.8708;2.667;0.0;248.002;0.0;0.0;2.8708;2.8708;2.8708;2.8708;2.8708;2.8708;2.8708;2.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;-3.50463;-3.50463;-3.50463;-3.50463;-3.50463;-3.50463;-3.50463;-3.50463;-3.50463;-3.50463;-3.50463;;;58.8205;0.790644;1.27727;-0.93561;63.4024;0;0.0;0.166667;0.166667;0.0;0;0;0.0;0.0;0.0;0.0;3.11199;2.80531;1.0;0.0;0.195959;0;
1,1,1,2-tetrachloroethane_c6;326.625;248.426;1.31478;1.12725;0.513886;562.375;162.375;4.75;0.0;0.0;0.0;0.0;0.0;290.5;106.0;52.5;23.375;8.625;3.625;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0018025;0.113689;0.0;0.0;2.26376;0.653616;0.0191204;0.0;0.0;0.0;0.0;0.0;0.00429403;0.0194056;0.076719;0.424984;1.16936;0.426687;0.211331;0.0940926;0.0347186;0.0145919;0.00402535;0.0;0.0;0.0;1.08247;105.0;12.156;167.848;0.244992;0.244992;0;1.01777;2.22344;2.22344;0.0;2.8708;2.667;0.0;248.426;0.0;0.0;2.8708;2.8708;2.8708;2.8708;2.8708;2.8708;2.8708;2.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;-3.50516;-3.50516;-3.50516;-3.50516;-3.50516;-3.50516;-3.50516;-3.50516;-3.50516;-3.50516;-3.50516;;;58.7134;0.779289;1.26277;-0.931202;63.5161;0;0.0;0.166667;0.166667;0.0;0;0;0.0;0.0;0.0;0.0;3.11199;2.80354;1.0;0.0;0.195959;0;
1,1,1,2-tetrachloroethane_c7;326.75;248.639;1.31415;1.12827;0.51369;549.375;164.625;4.25;0.0;0.0;0.0;0.0;0.0;291.375;106.5;52.5;24.25;8.875;3.875;1.25;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00488073;0.0767572;0.0;0.0;2.20953;0.662104;0.017093;0.0;0.0;0.0;0.0;0.0;0.00372867;0.0284832;0.0834287;0.401209;1.17188;0.428331;0.211149;0.0975309;0.0356943;0.0155848;0.00502736;0.000502736;0.0;0.0;1.26919;105.0;12.156;167.848;0.244833;0.244833;0;1.01659;2.22344;2.22344;0.0;2.8708;2.667;0.0;248.639;0.0;0.0;2.8708;2.8708;2.8708;2.8708;2.8708;2.8708;2.8708;2.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;-3.50558;-3.50558;-3.50558;-3.50558;-3.50558;-3.50558;-3.50558;-3.50558;-3.50558;-3.50558;-3.50558;;;58.8736;0.794318;1.26863;-0.934226;63.5496;0;0.0;0.166667;0.166667;0.0;0;0;0.0;0.0;0.0;0.0;3.11199;2.80507;1.0;0.0;0.195959;0;
1,1,1,2-tetrachloroethane_c8;326.875;248.143;1.31728;1.12446;0.513493;561.375;164.125;5.125;0.0;0.0;0.0;0.0;0.0;289.375;106.375;52.625;25.0;9.25;3.5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00130042;0.0727914;0.0;0.0;2.2623;0.661413;0.0206534;0.0;0.0;0.0;0.0;0.0;0.00233847;0.0223801;0.0574209;0.343907;1.16616;0.428684;0.212075;0.100748;0.0372769;0.0141048;0.00402993;0.0;0.0;0.0;1.0695;105.25;12.156;167.848;0.244961;0.244961;0;1.02402;2.22344;2.22344;0.0;2.8708;2.667;0.0;248.143;0.0;0.0;2.8708;2.8708;2.8708;2.8708;2.8708;2.8708;2.8708;2.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;-3.51319;-3.51319;-3.51319;-3.51319;-3.51319;-3.51319;-3.51319;-3.51319;-3.51319;-3.51319;-3.51319;;;59.1982;0.777624;1.2509;-0.930744;63.7028;0;0.0;0.166667;0.166667;0.0;0;0;0.0;0.0;0.0;0.0;3.11199;2.80411;1.0;0.0;0.195959;0;
1,1-difluorochloroethylene_c0;210.125;175.335;1.19842;1.03896;0.468668;540.875;335.875;190.0;79.75;16.0;0.0;0.0;0.0;71.625;10.75;3.0;0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;218.75;84.0;11.5;0.0;0.0;0.0;0.247383;0.642206;1.08033;0.0;3.08481;1.91562;1.08364;0.454844;0.0912539;0.0;0.0;0.0;0.166454;0.0792356;0.0;0.0;0.408504;0.0613112;0.0171101;0.00427753;0.0;0.0;0.0;0.0;5.33333;0.0;2.86372;0.575798;5.998;98.4789;0.0;0.0;0;1.17716;2.54564;2.54564;0.0;1.66289;2.059;3.4;171.935;0.0193915;0.0197749;1.66289;1.66289;1.66289;1.66289;1.66289;1.66289;1.66289;2.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;-0.952952;-0.952952;-0.952952;-0.952952;-0.952952;-0.952952;-0.952952;-0.952952;-0.952952;-0.952952;-0.952952;;;46.7887;0.123791;1.19612;-2.02298;100.0;0;0.0;0.2;0.2;0.0;0;0;0.0;0.0;0.0;0.0;3.63672;1.35907;0.522885;0.432101;0.0;0;
1,2-dichloroethane_c0;256.375;205.486;1.24765;1.08036;0.385992;406.875;66.625;0.0;0.0;0.0;0.0;0.0;0.0;232.5;79.875;32.375;3.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000564645;0.0;0.0;0.0;1.98006;0.324232;0.0;0.0;0.0;0.0;0.0;0.0;0.00123395;0.0107415;0.0;0.0;1.13147;0.388713;0.157554;0.0182494;0.0;0.0;0.0;0.0;0.0;0.0;0.12151;64.75;8.3;98.9586;0.276788;0.276788;0;1.08736;1.49681;1.49681;0.0;1.53689;1.502;0.0;205.486;0.0;0.0;1.53689;1.53689;1.53689;1.53689;1.53689;1.53689;1.53689;2.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;-2.445;-2.445;-2.445;-2.445;-2.445;-2.445;-2.445;-2.445;-2.445;-2.445;-2.445;;;45.3603;0.50058;1.31907;-1.15234;69.893;0;0.0;0.0;0.5;0.0;0;0;0.0;0.0;0.0;0.0;1.50746;2.2557;1.0;0.0;0.5;0;
1,4-divinyloxybutane_c0;430.0;316.145;1.36013;1.22924;0.330687;658.75;302.5;126.625;45.25;15.125;1.125;0.0;0.0;168.875;54.5;11.375;4.5;0.75;0.25;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;158.75;56.625;17.625;1.5;0.0;0.0;0.06746;0.364369;0.723026;0.0;2.08369;0.956838;0.400528;0.14313;0.0478419;0.00355849;0.0;0.0;0.0296698;0.148183;0.206853;0.330618;0.534169;0.172389;0.0359803;0.014234;0.00237233;0.000790775;0.000395388;0.0;1.32967;0.25;5.11295;0.626465;16.344;142.195;1.54119;0.220171;0;0.824371;3.70054;3.70054;0.0;2.29155;0.802;22.86;293.285;0.0723085;0.0779445;2.29155;2.29155;2.29155;2.29155;2.29155;2.29155;2.29155;2.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;-2.42192;-2.42192;-2.42192;-2.42192;-2.42192;-2.42192;-2.42192;-2.42192;-2.42192;-2.42192;-2.42192;;;55.026;0.23133;1.44741;-1.59458;59.6152;0;0.0;0.0;0.4;0.4;0;0;0.0;0.2;0.0;0.0;2.50582;2.93298;0.683736;0.135974;5.53399;0;
1,4-divinyloxybutane_c10;438.875;325.888;1.34671;1.26048;0.324;665.125;291.0;118.0;38.625;14.5;3.0;0.0;0.0;172.875;51.5;12.5;7.25;2.625;1.75;0.75;0.25;0.0;0.0;0.0;0.0;0.0;0.0;156.25;53.625;19.25;1.375;0.0;0.0;0.0733268;0.377389;0.738574;0.0;2.04096;0.892945;0.362088;0.118522;0.0444938;0.00920562;0.0;0.0;0.0409029;0.0976687;0.233801;0.272805;0.530474;0.15803;0.0383568;0.0222469;0.00805492;0.00536994;0.0023014;0.000767135;1.16;0.413793;4.03563;1.17964;16.344;142.195;1.83071;0.26153;0;0.817076;3.70054;3.70054;0.0;2.29155;0.802;22.86;303.028;0.0701468;0.0754386;2.29155;2.29155;2.29155;2.29155;2.29155;2.29155;2.29155;2.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;-2.47032;-2.47032;-2.47032;-2.47032;-2.47032;-2.47032;-2.47032;-2.47032;-2.47032;-2.47032;-2.47032;;;54.9669;0.200558;1.44841;-1.57256;59.5592;0;0.0;0.0;0.4;0.4;0;0;0.0;0.2;0.0;0.0;2.50582;2.91495;0.679007;0.112596;5.53399;0;
1,4-divinyloxybutane_c11;444.125;331.022;1.34168;1.27513;0.32017;691.375;325.625;126.375;45.0;15.625;1.0;0.0;0.0;172.5;54.625;13.125;5.125;1.75;0.375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;166.125;58.75;19.125;1.25;0.0;0.0;0.023298;0.0902241;0.0903509;0.0;2.08861;0.983696;0.381772;0.135943;0.0472023;0.00302095;0.0;0.0;0.00965391;0.0743935;0.114993;0.0;0.521114;0.165019;0.03965;0.0154824;0.00528666;0.00113286;0.0;0.0;1.19048;0.195122;1.5806;1.37941;16.344;142.195;2.02966;0.289951;0;0.833151;3.70054;3.70054;0.0;2.29155;0.802;22.86;308.162;0.0690589;0.0741818;2.29155;2.29155;2.29155;2.29155;2.29155;2.29155;2.29155;2.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;-2.7641;-2.7641;-2.7641;-2.7641;-2.7641;-2.7641;-2.7641;-2.7641;-2.7641;-2.7641;-2.7641;;;53.1812;0.147696;1.37792;-1.60428;53.5428;0;0.0;0.0;0.4;0.4;0;0;0.0;0.2;0.0;0.0;2.50582;2.95183;0.667026;0.129146;5.53399;0;
1,4-divinyloxybutane_c12;448.125;341.624;1.31175;1.32494;0.317312;643.0;231.25;87.25;34.375;15.75;6.25;2.0;0.875;192.125;63.125;15.125;7.0;2.375;1.375;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;111.125;40.0;15.75;3.5;0.0;0.0;0.0459609;0.373081;0.72531;0.953976;1.88219;0.676914;0.255398;0.100622;0.0461033;0.018295;0.00585439;0.0025613;0.0214845;0.113965;0.179343;0.383234;0.562387;0.184779;0.0442738;0.0204904;0.00695209;0.00402489;0.000365899;0.0;1.04132;0.892857;4.24872;1.05668;16.344;142.195;1.94928;0.278469;0;0.800866;3.70054;3.70054;0.0;2.29155;0.802;22.86;318.764;0.0669157;0.0717145;2.29155;2.29155;2.29155;2.29155;2.29155;2.29155;2.29155;2.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;-2.50496;-2.50496;-2.50496;-2.50496;-2.50496;-2.50496;-2.50496;-2.50496;-2.50496;-2.50496;-2.50496;;;53.6823;0.131555;1.47447;-1.4379;59.003;0;0.0;0.0;0.4;0.4;0;0;0.0;0.2;0.0;0.0;2.50582;2.91106;0.719856;0.0955912;5.53399;0;
1,4-divinyloxybutane_c13;442.125;328.902;1.34424;1.26861;0.321618;652.875;276.375;115.5;43.625;17.25;1.5;0.0;0.0;181.25;53.125;9.375;2.75;0.875;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;145.25;54.875;19.625;2.375;0.0;0.0;0.0474401;0.299861;0.564769;0.0;1.98501;0.840295;0.351168;0.132638;0.0524472;0.00456062;0.0;0.0;0.02264;0.114818;0.25225;0.0;0.551075;0.161522;0.0285039;0.00836114;0.00266036;0.000380052;0.0;0.0;1.84;0.545455;4.12278;0.573928;16.344;142.195;1.81872;0.259817;0;0.805998;3.70054;3.70054;0.0;2.29155;0.802;22.86;306.042;0.0695039;0.0746955;2.29155;2.29155;2.29155;2.29155;2.29155;2.29155;2.29155;2.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;-2.485;-2.485;-2.485;-2.485;-2.485;-2.485;-2.485;-2.485;-2.485;-2.485;-2.485;;;53.4321;0.203684;1.43107;-1.55113;56.4497;0;0.0;0.0;0.4;0.4;0;0;0.0;0.2;0.0;0.0;2.50582;2.74718;0.705376;0.126006;5.53399;0;
1,4-divinyloxybutane_c14;444.0;327.651;1.3551;1.25606;0.32026;671.125;294.75;121.0;48.5;18.125;2.5;0.0;0.0;177.5;55.125;12.875;4.875;1.25;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;151.25;58.625;21.0;0.875;0.0;0.0;0.0841709;0.458726;0.837769;0.0;2.04829;0.899584;0.369295;0.148023;0.0553179;0.00763006;0.0;0.0;0.0373056;0.11587;0.118038;0.0;0.541734;0.168243;0.0392948;0.0148786;0.00381503;0.000381503;0.0;0.0;1.40777;0.512821;4.86453;0.776154;16.344;142.195;1.85057;0.264366;0;0.819188;3.70054;3.70054;0.0;2.29155;0.802;22.86;304.792;0.0697693;0.0750021;2.29155;2.29155;2.29155;2.29155;2.29155;2.29155;2.29155;2.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;-2.36764;-2.36764;-2.36764;-2.36764;-2.36764;-2.36764;-2.36764;-2.36764;-2.36764;-2.36764;-2.36764;;;56.9973;0.139345;1.3755;-1.52656;59.8109;0;0.0;0.0;0.4;0.4;0;0;0.0;0.2;0.0;0.0;2.50582;3.06152;0.69342;0.140622;5.53399;0;
1,4-divinyloxybutane_c15;433.75;318.878;1.36024;1.23444;0.327828;646.25;266.75;105.75;31.75;11.0;1.25;0.0;0.0;188.75;64.0;14.875;7.5;1.875;1.0;0.375;0.125;0.0;0.0;0.0;0.0;0.0;0.0;138.25;43.375;13.375;1.375;0.0;0.0;0.057564;0.312938;0.677134;0.0;2.02664;0.836528;0.331632;0.099568;0.034496;0.00392;0.0;0.0;0.0218163;0.0379475;0.23345;0.361039;0.59192;0.200704;0.046648;0.02352;0.00588;0.003136;0.001176;0.000392;0.739496;0.166667;2.7636;4.12092;16.344;142.195;2.05508;0.293583;0;0.828011;3.70054;3.70054;0.0;2.29155;0.802;22.86;296.018;0.0716889;0.0772251;2.29155;2.29155;2.29155;2.29155;2.29155;2.29155;2.29155;2.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;-2.65654;-2.65654;-2.65654;-2.65654;-2.65654;-2.65654;-2.65654;-2.65654;-2.65654;-2.65654;-2.65654;;;54.7434;0.178227;1.45822;-1.47998;56.4999;0;0.0;0.0;0.4;0.4;0;0;0.0;0.2;0.0;0.0;2.50582;2.59943;0.757657;0.0945896;5.53399;0;
1,4-divinyloxybutane_c1;450.125;346.94;1.29742;1.34996;0.315902;662.5;272.25;110.125;42.25;16.0;2.875;0.0;0.0;191.125;61.0;14.75;7.125;1.75;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;135.375;51.75;17.875;2.5;0.0;0.0;0.0517072;0.328252;0.581114;0.0;1.90955;0.784718;0.317418;0.121779;0.0461175;0.00828674;0.0;0.0;0.0219959;0.110189;0.13904;0.0;0.550888;0.175823;0.0425146;0.0205367;0.0050441;0.00144117;0.0;0.0;1.08475;0.403509;4.09608;1.02396;16.344;142.195;1.92018;0.274312;0;0.81578;3.70054;3.70054;0.0;2.29155;0.802;22.86;324.08;0.0658904;0.0705382;2.29155;2.29155;2.29155;2.29155;2.29155;2.29155;2.29155;2.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;-2.52761;-2.52761;-2.52761;-2.52761;-2.52761;-2.52761;-2.52761;-2.52761;-2.52761;-2.52761;-2.52761;;;54.8291;0.128634;1.41326;-1.49568;56.8572;0;0.0;0.0;0.4;0.4;0;0;0.0;0.2;0.0;0.0;2.50582;3.05485;0.705137;0.11569;5.53399;0;
1,4-divinyloxybutane_c2;448.5;343.69;1.30496;1.33586;0.317047;641.375;228.0;85.125;33.625;15.125;6.375;3.0;0.875;191.75;61.875;16.0;6.625;2.375;1.375;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;109.5;39.625;16.0;4.0;0.0;0.0;0.0455111;0.376848;0.735141;0.934064;1.86615;0.663389;0.24768;0.0978353;0.0440077;0.0185487;0.0087288;0.0025459;0.0206563;0.114284;0.199407;0.389945;0.557916;0.180032;0.0465536;0.0192761;0.0069103;0.0040007;0.0003637;0.0;0.945313;0.962264;4.26224;1.13518;16.344;142.195;1.97772;0.282531;0;0.796871;3.70054;3.70054;0.0;2.29155;0.802;22.86;320.83;0.0665135;0.0712528;2.29155;2.29155;2.29155;2.29155;2.29155;2.29155;2.29155;2.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;-2.50551;-2.50551;-2.50551;-2.50551;-2.50551;-2.50551;-2.50551;-2.50551;-2.50551;-2.50551;-2.50551;;;53.0838;0.131457;1.47947;-1.43669;59.0576;0;0.0;0.0;0.4;0.4;0;0;0.0;0.2;0.0;0.0;2.50582;2.90692;0.714133;0.0929436;5.53399;0;
1,4-divinyloxybutane_c3;446.75;335.144;1.33301;1.29139;0.318289;656.625;262.625;105.0;34.125;12.25;2.125;0.0;0.0;175.625;52.25;12.125;6.125;2.75;1.625;0.625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;141.125;46.375;16.625;2.625;0.0;0.0;0.00354265;0.0178862;0.0476347;0.0;1.95923;0.783618;0.313298;0.101822;0.0365514;0.00634055;0.0;0.0;0.00159176;0.00549655;0.0131588;0.0731352;0.524028;0.155903;0.0361785;0.0182757;0.00820542;0.00484866;0.00186487;0.0;1.01031;0.346939;0.26098;21.7652;16.344;142.195;1.82169;0.260242;0;0.862032;3.70054;3.70054;0.0;2.29155;0.802;22.86;312.284;0.0682095;0.0732026;2.29155;2.29155;2.29155;2.29155;2.29155;2.29155;2.29155;2.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;-2.90655;-2.90655;-2.90655;-2.90655;-2.90655;-2.90655;-2.90655;-2.90655;-2.90655;-2.90655;-2.90655;;;48.0857;0.229407;1.31447;-1.54144;54.2166;0;0.0;0.0;0.4;0.4;0;0;0.0;0.2;0.0;0.0;2.50582;2.90628;0.670756;0.0967308;5.53399;0;
1,4-divinyloxybutane_c4;439.25;322.367;1.36258;1.23905;0.323723;696.5;341.75;135.625;48.5;16.5;0.75;0.0;0.0;166.25;49.75;10.25;3.0;1.0;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;172.375;60.25;19.0;0.375;0.0;0.0;0.0772127;0.367446;0.683532;0.0;2.16058;1.06013;0.420716;0.15045;0.0511839;0.00232654;0.0;0.0;0.0420313;0.106051;0.163965;0.0;0.515717;0.154327;0.0317961;0.00930616;0.00310205;0.000387757;0.0;0.0;1.60976;0.25;4.47448;0.704955;16.344;142.195;2.01568;0.287954;0;0.81174;3.70054;3.70054;0.0;2.29155;0.802;22.86;299.507;0.070913;0.0763254;2.29155;2.29155;2.29155;2.29155;2.29155;2.29155;2.29155;2.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;-2.40984;-2.40984;-2.40984;-2.40984;-2.40984;-2.40984;-2.40984;-2.40984;-2.40984;-2.40984;-2.40984;;;56.6293;0.154596;1.35898;-1.59351;58.5647;0;0.0;0.0;0.4;0.4;0;0;0.0;0.2;0.0;0.0;2.50582;2.9565;0.660117;0.142927;5.53399;0;
