Objects;V;S;R;G;d;W1;W2;W3;W4;W5;W6;W7;W8;D1;D2;D3;D4;D5;D6;D7;D8;WO1;WO2;WO3;WO4;WO5;WO6;WN1;WN2;WN3;WN4;WN5;WN6;IW1;IW2;IW3;IW4;CW1;CW2;CW3;CW4;CW5;CW6;CW7;CW8;ID1;ID2;ID3;ID4;CD1;CD2;CD3;CD4;CD5;CD6;CD7;CD8;HL1;HL2;A;CP;POL;MW;FLEX;FLEX_RB;NCC;DIFF;SE;SE0;SE1;LOGP n-Oct;LOGP c-Hex;PSA;HSA;PSAR;PHSAR;LgD5;LgD6;LgD7;LgD7.5;LgD8;LgD9;LgD10;AUS7.4;%FU4;%FU5;%FU6;%FU7;%FU8;%FU9;%FU10;SOLY;LgS3;LgS4;LgS5;LgS6;LgS7;LgS7.5;LgS8;LgS9;LgS10;LgS11;MpKaA;mpKaB;PB;VD;CACO2;SKIN;MetStab;HTSflag;C1;C2;C3;C4;C5;P1;P2;P3;P4;P5;EMDIF;EMDIS;Sdry/S;Spol/S;FLEX_PT;PAINS;CUSTOM
methylacetate_c3;226.625;190.965;1.18673;1.09496;0.326877;489.125;336.625;194.75;89.375;42.5;13.5;1.25;0.0;61.75;9.0;0.375;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;231.375;105.125;48.5;15.5;0.375;0.0;0.399798;0.873666;1.74185;2.58829;2.56133;1.76276;1.01982;0.468017;0.222554;0.0706935;0.00654569;0.0;0.113123;0.298903;0.0;0.0;0.323357;0.047129;0.00196371;0.000654569;0.0;0.0;0.0;0.0;85.0;27.0;5.88808;0.00847841;7.002;74.0786;0.177953;0.0593177;0;1.12058;5.37743;5.37743;0.0;0.386843;0.371;26.3;164.665;0.137721;0.159718;0.386843;0.386843;0.386843;0.386843;0.386843;0.386843;0.386843;2.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.582885;0.582885;0.582885;0.582885;0.582885;0.582885;0.582885;0.582885;0.582885;0.582885;0.582885;;;0.0;-0.0742015;0.951936;-2.55766;100.0;0;0.0;0.2;0.2;0.2;0;0;0.0;0.2;0.2;0.0;6.51422;1.21344;0.413897;0.444616;0.838525;0;
methylacetate_c4;227.25;194.802;1.16657;1.12502;0.325978;476.75;359.625;198.75;84.625;35.625;11.125;1.25;0.0;41.875;3.125;0.625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;243.875;105.5;43.625;12.75;0.625;0.0;0.168679;0.360471;1.14863;2.63567;2.44735;1.8461;1.02026;0.434414;0.182878;0.0571091;0.00641676;0.0;0.02078;0.158582;0.0;0.0;0.214961;0.0160419;0.00320838;0.0;0.0;0.0;0.0;0.0;57.0;22.25;1.05406;0.0305336;7.002;74.0786;0.19044;0.0634801;0;1.16732;5.37743;5.37743;0.0;0.386843;0.371;26.3;168.502;0.135009;0.156081;0.386843;0.386843;0.386843;0.386843;0.386843;0.386843;0.386843;2.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;-0.190383;-0.190383;-0.190383;-0.190383;-0.190383;-0.190383;-0.190383;-0.190383;-0.190383;-0.190383;-0.190383;;;0.0;-0.0818819;0.977657;-2.56041;100.0;0;0.0;0.2;0.2;0.2;0;0;0.0;0.2;0.2;0.0;6.51422;1.21409;0.275151;0.412694;0.838525;0;
methylacetate_c5;226.375;188.739;1.1994;1.07706;0.327238;489.875;337.25;194.625;89.875;42.75;13.75;1.25;0.0;61.625;9.125;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;231.25;105.625;48.125;15.5;0.5;0.0;0.401268;0.877686;1.74046;2.60228;2.59551;1.78685;1.03118;0.476186;0.226503;0.0728518;0.00662289;0.0;0.113366;0.232835;0.0;0.0;0.326508;0.0483471;0.00132458;0.0;0.0;0.0;0.0;0.0;85.5;27.5;5.30653;0.00641018;7.002;74.0786;0.178323;0.059441;0;1.12974;5.37743;5.37743;0.0;0.386843;0.371;26.3;162.439;0.139346;0.161906;0.386843;0.386843;0.386843;0.386843;0.386843;0.386843;0.386843;2.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.536765;0.536765;0.536765;0.536765;0.536765;0.536765;0.536765;0.536765;0.536765;0.536765;0.536765;;;0.0;-0.101985;0.933437;-2.55252;100.0;0;0.0;0.2;0.2;0.2;0;0;0.0;0.2;0.2;0.0;6.51422;1.21383;0.417931;0.452376;0.838525;0;
methylacetate_c6;225.0;188.251;1.19521;1.07943;0.329238;476.25;359.375;198.375;85.625;36.75;12.0;1.625;0.0;41.5;3.375;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;244.375;104.0;42.75;13.0;0.75;0.0;0.169336;0.365784;1.17173;2.5534;2.52987;1.90902;1.05378;0.454845;0.195218;0.0637448;0.0086321;0.0;0.0200027;0.348901;0.0;0.0;0.220451;0.0179282;0.00132802;0.0;0.0;0.0;0.0;0.0;73.5;24.0;3.24768;0.00544209;7.002;74.0786;0.190486;0.0634952;0;1.13452;5.37743;5.37743;0.0;0.386843;0.371;26.3;161.951;0.139707;0.162395;0.386843;0.386843;0.386843;0.386843;0.386843;0.386843;0.386843;2.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.00373128;0.00373128;0.00373128;0.00373128;0.00373128;0.00373128;0.00373128;0.00373128;0.00373128;0.00373128;0.00373128;;;0.0;0.0440779;0.997578;-2.65097;100.0;0;0.0;0.2;0.2;0.2;0;0;0.0;0.2;0.2;0.0;6.51422;1.21378;0.282177;0.432103;0.838525;0;
methylchloroform_c0;287.375;223.554;1.28548;1.0937;0.464213;476.0;113.125;0.625;0.0;0.0;0.0;0.0;0.0;249.0;81.875;41.375;18.75;7.0;3.375;0.875;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0130846;0.333325;0.0;0.0;2.12924;0.50603;0.00279575;0.0;0.0;0.0;0.0;0.0;0.0241268;0.0607266;0.141311;0.388164;1.11383;0.366243;0.185078;0.0838724;0.0313124;0.015097;0.00391404;0.0;0.0;0.0;1.23502;82.75;10.228;133.403;7.15256e-08;7.15256e-08;0;1.09506;1.67972;1.67972;0.0;2.75301;2.518;0.0;223.554;0.0;0.0;2.75301;2.75301;2.75301;2.75301;2.75301;2.75301;2.75301;2.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;-2.97211;-2.97211;-2.97211;-2.97211;-2.97211;-2.97211;-2.97211;-2.97211;-2.97211;-2.97211;-2.97211;;;53.9864;0.749027;1.42208;-1.02073;71.1347;0;0.0;0.2;0.0;0.2;0;0;0.0;0.0;0.0;0.0;2.86855;1.77277;1.0;0.0;0.0;0;
methylcyclopentane_c0;304.875;223.728;1.3627;1.03213;0.276046;371.5;43.625;0.0;0.0;0.0;0.0;0.0;0.0;177.5;63.0;13.25;2.75;1.5;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00325744;0.0;0.0;0.0;1.6605;0.194991;0.0;0.0;0.0;0.0;0.0;0.0;0.00466483;0.0529827;0.177972;0.0;0.793373;0.281591;0.0592236;0.0122917;0.00670456;0.00223485;0.0;0.0;0.0;0.0;0.462656;26.5;11.01;84.1595;1.98682e-07;1.98682e-07;0;1.03418;0.0;0.0;0.0;2.42204;2.178;0.0;223.728;0.0;0.0;2.42204;2.42204;2.42204;2.42204;2.42204;2.42204;2.42204;2.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;-2.6139;-2.6139;-2.6139;-2.6139;-2.6139;-2.6139;-2.6139;-2.6139;-2.6139;-2.6139;-2.6139;;;47.9244;0.562352;1.6873;-1.09923;60.8708;0;0.0;0.0;0.0;1.0;0;0;0.0;0.0;0.0;0.0;0.220149;1.54149;1.0;0.0;0.0;0;
methylenechloride_c0;212.75;174.446;1.21957;1.01835;0.39921;354.625;55.25;0.0;0.0;0.0;0.0;0.0;0.0;208.375;69.625;29.75;7.625;2.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00924907;0.0;0.0;0.0;2.03286;0.316717;0.0;0.0;0.0;0.0;0.0;0.0;0.0163129;0.0235022;0.196914;0.0;1.1945;0.399121;0.17054;0.0437098;0.0143311;0.0;0.0;0.0;0.0;0.0;0.489166;59.5;6.465;84.932;0.0;0.0;0;1.18393;1.10376;1.10376;0.0;1.24392;1.538;0.0;174.446;0.0;0.0;1.24392;1.24392;1.24392;1.24392;1.24392;1.24392;1.24392;2.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;-2.08282;-2.08282;-2.08282;-2.08282;-2.08282;-2.08282;-2.08282;-2.08282;-2.08282;-2.08282;-2.08282;;;41.5496;0.583885;1.39385;-1.31706;80.175;0;0.0;0.0;0.333333;0.0;0;0;0.0;0.0;0.0;0.0;1.63238;1.77724;1.0;0.0;0.0;0;
metoprolol_c0;691.75;485.953;1.42349;1.45618;0.386503;1081.75;660.5;331.25;131.5;56.625;20.5;1.75;0.0;169.25;60.625;23.0;11.375;6.75;2.875;1.75;1.5;113.875;37.0;11.5;1.5;0.0;0.0;403.75;154.75;66.75;23.5;2.5;0.0;0.038747;0.0914368;0.333337;0.58876;2.22604;1.35918;0.68165;0.270602;0.116524;0.0421851;0.00360117;0.0;0.00526867;0.103315;0.213527;0.368834;0.348285;0.124755;0.0473297;0.0234076;0.0138902;0.00591621;0.00360117;0.00308672;2.46196;1.8022;0.913632;0.539355;30.211;267.364;2.43061;0.18697;0;0.582862;10.3519;5.03948;5.31241;1.86085;1.997;56.22;429.733;0.11569;0.130825;-1.55905;-1.15855;-0.314341;0.165524;0.642677;1.45269;1.79788;0.358675;0.000640702;0.00640665;0.0640296;0.636627;6.02127;39.0506;86.4993;-2.54672;0.952401;0.944571;0.873183;0.472676;-0.371529;-0.851394;-1.32855;-2.13856;-2.48376;-2.54;15.8939;9.19334;56.9509;0.206891;0.771439;-2.6284;64.2028;0;0.0;0.047619;0.238095;0.428571;0;0;0.0;0.0952381;0.190476;0.0;6.12921;5.43493;0.445804;0.257072;7.46817;0;
metoprolol_c1;696.25;499.538;1.39379;1.50786;0.384005;1061.5;626.0;332.875;134.0;58.75;21.875;2.0;0.0;168.0;55.75;18.875;8.875;4.375;2.25;1.75;0.75;125.0;42.25;14.125;0.875;0.0;0.0;394.25;157.5;70.75;27.0;1.25;0.0;0.061843;0.172351;0.482445;0.872393;2.12497;1.25316;0.666366;0.268248;0.117609;0.0437905;0.0040037;0.0;0.0347418;0.151173;0.312189;0.367068;0.336311;0.111603;0.0377849;0.0177664;0.0087581;0.00450417;0.00350324;0.00150139;3.11258;2.46479;4.20026;0.286352;30.211;267.364;2.32657;0.178967;0;0.542041;10.3519;5.03948;5.31241;1.86085;1.997;56.22;443.318;0.112544;0.126817;-1.55905;-1.15855;-0.314341;0.165524;0.642677;1.45269;1.79788;0.358675;0.000640702;0.00640665;0.0640296;0.636627;6.02127;39.0506;86.4993;-2.28828;1.21085;1.20302;1.13163;0.731121;-0.113083;-0.592949;-1.0701;-1.88012;-2.22531;-2.28155;15.8939;9.19334;57.4014;0.250506;0.790114;-2.63035;66.3051;0;0.0;0.047619;0.238095;0.428571;0;0;0.0;0.0952381;0.190476;0.0;6.12921;4.7001;0.430478;0.254836;7.46817;0;
metoprolol_c2;697.875;489.576;1.42547;1.45957;0.383111;1082.75;661.875;325.25;138.75;65.375;26.75;2.875;0.0;183.75;70.25;32.0;16.375;9.125;4.375;2.375;1.375;130.125;48.5;17.0;1.875;0.0;0.0;393.125;158.875;75.5;26.625;2.25;0.0;0.0316236;0.0948468;0.188874;0.815835;2.21161;1.35194;0.664351;0.283409;0.133534;0.0546391;0.00587243;0.0;0.01798;0.0583394;0.130294;0.304992;0.375325;0.143492;0.0653627;0.0334473;0.0186386;0.00893631;0.00485114;0.00280855;2.04297;1.63359;1.62831;1.20384;30.211;267.364;2.43802;0.18754;0;0.58515;10.3519;5.03948;5.31241;1.86085;1.997;56.22;433.356;0.114834;0.129732;-1.55905;-1.15855;-0.314341;0.165524;0.642677;1.45269;1.79788;0.358675;0.000640702;0.00640665;0.0640296;0.636627;6.02127;39.0506;86.4993;-2.63786;0.861259;0.853429;0.782041;0.381534;-0.462671;-0.942536;-1.41969;-2.22971;-2.5749;-2.63114;15.8939;9.19334;60.4464;0.183497;0.701155;-2.68133;65.6661;0;0.0;0.047619;0.238095;0.428571;0;0;0.0;0.0952381;0.190476;0.0;6.12921;5.31883;0.480416;0.269238;7.46817;0;
metoprolol_c3;699.625;505.023;1.38533;1.52537;0.382153;1056.88;624.0;331.625;133.625;59.5;23.125;2.125;0.0;168.75;57.0;19.25;8.875;4.125;2.25;1.875;0.75;123.625;42.125;13.75;0.75;0.0;0.0;394.0;159.875;71.375;27.625;1.375;0.0;0.0553315;0.158736;0.44553;0.800384;2.09273;1.23559;0.656653;0.264592;0.117816;0.04579;0.00420773;0.0;0.0365172;0.145893;0.311962;0.362165;0.334143;0.112866;0.0381171;0.0175735;0.00816794;0.00445524;0.0037127;0.00148508;3.09091;2.60563;4.21077;0.297295;30.211;267.364;2.33272;0.17944;0;0.538273;10.3519;5.03948;5.31241;1.86085;1.997;56.22;448.803;0.111322;0.125266;-1.55905;-1.15855;-0.314341;0.165524;0.642677;1.45269;1.79788;0.358675;0.000640702;0.00640665;0.0640296;0.636627;6.02127;39.0506;86.4993;-2.31582;1.1833;1.17547;1.10409;0.703578;-0.140626;-0.620492;-1.09764;-1.90766;-2.25285;-2.30909;15.8939;9.19334;57.0028;0.251788;0.792096;-2.62817;65.7393;0;0.0;0.047619;0.238095;0.428571;0;0;0.0;0.0952381;0.190476;0.0;6.12921;4.69789;0.427703;0.251362;7.46817;0;
metoprolol_c4;693.5;494.252;1.40313;1.48988;0.385528;1032.75;562.625;286.25;112.25;47.375;19.125;2.875;0.0;192.125;73.0;24.25;10.5;5.25;3.5;1.625;0.5;122.5;41.0;12.125;0.875;0.0;0.0;330.875;131.75;57.0;21.5;2.125;0.0;0.0516556;0.190194;0.524451;0.754583;2.08952;1.13834;0.579158;0.227111;0.0958518;0.0386948;0.00581687;0.0;0.0349394;0.12793;0.287268;0.356472;0.388718;0.147698;0.049064;0.0212442;0.0106221;0.0070814;0.00328779;0.00101163;1.95361;1.82143;4.75349;0.494772;30.211;267.364;2.29581;0.176601;0;0.547277;10.3519;5.03948;5.31241;1.86085;1.997;56.22;438.032;0.113748;0.128347;-1.55905;-1.15855;-0.314341;0.165524;0.642677;1.45269;1.79788;0.358675;0.000640702;0.00640665;0.0640296;0.636627;6.02127;39.0506;86.4993;-2.35844;1.14068;1.13285;1.06147;0.660958;-0.183246;-0.663112;-1.14026;-1.95028;-2.29547;-2.35171;15.8939;9.19334;60.8376;0.259136;0.843279;-2.47763;65.0553;0;0.0;0.047619;0.238095;0.428571;0;0;0.0;0.0952381;0.190476;0.0;6.12921;5.09846;0.49756;0.215755;7.46817;0;
metoprolol_c5;701.375;500.163;1.40229;1.49965;0.381199;1091.5;638.875;324.0;134.25;66.0;28.0;2.625;0.125;195.75;75.875;28.25;14.625;10.125;6.25;4.0;1.875;99.0;34.5;11.875;1.375;0.0;0.0;411.75;170.125;82.5;30.875;2.75;0.0;0.0568253;0.168921;0.351463;0.355776;2.18229;1.27733;0.647789;0.268412;0.131957;0.0559817;0.00524829;0.000249919;0.00736593;0.0612612;0.114934;0.132007;0.391372;0.151701;0.0564816;0.0292405;0.0202434;0.0124959;0.00799739;0.00374878;2.33628;1.91453;2.06737;1.04851;30.211;267.364;2.7092;0.2084;0;0.567126;10.3519;5.03948;5.31241;1.86085;1.997;56.22;443.943;0.112403;0.126638;-1.55905;-1.15855;-0.314341;0.165524;0.642677;1.45269;1.79788;0.358675;0.000640702;0.00640665;0.0640296;0.636627;6.02127;39.0506;86.4993;-2.61227;0.886854;0.879024;0.807636;0.407129;-0.437076;-0.916941;-1.39409;-2.20411;-2.5493;-2.60554;15.8939;9.19334;60.2273;0.137807;0.694427;-2.59425;64.8662;0;0.0;0.047619;0.238095;0.428571;0;0;0.0;0.0952381;0.190476;0.0;6.12921;5.52924;0.500957;0.254992;7.46817;0;
metoprolol_c6;700.25;504.63;1.38765;1.52223;0.381812;1090.0;640.875;324.375;135.625;64.75;26.75;2.375;0.125;196.875;77.375;28.375;14.5;9.75;6.0;4.0;2.125;99.375;34.875;12.375;1.25;0.0;0.0;412.5;169.125;81.25;31.375;2.625;0.0;0.0535671;0.162066;0.336749;0.379977;2.16;1.26999;0.642798;0.268761;0.128312;0.0530092;0.00470642;0.000247706;0.00896178;0.0598885;0.114931;0.138908;0.390138;0.15333;0.0562294;0.0287339;0.0193211;0.0118899;0.0079266;0.00421101;2.28194;1.84483;2.16002;1.08647;30.211;267.364;2.69844;0.207572;0;0.567105;10.3519;5.03948;5.31241;1.86085;1.997;56.22;448.41;0.111408;0.125376;-1.55905;-1.15855;-0.314341;0.165524;0.642677;1.45269;1.79788;0.358675;0.000640702;0.00640665;0.0640296;0.636627;6.02127;39.0506;86.4993;-2.61107;0.888046;0.880217;0.808828;0.408321;-0.435883;-0.915749;-1.3929;-2.20292;-2.54811;-2.60435;15.8939;9.19334;60.1496;0.134802;0.6975;-2.58986;64.583;0;0.0;0.047619;0.238095;0.428571;0;0;0.0;0.0952381;0.190476;0.0;6.12921;5.52727;0.499376;0.255323;7.46817;0;
mianserin_c0;641.75;422.432;1.51918;1.27216;0.411943;910.25;370.5;100.625;27.625;14.5;7.75;3.25;0.25;328.25;160.75;63.875;33.0;20.75;14.75;10.75;7.375;0.0;0.0;0.0;0.0;0.0;0.0;151.875;41.375;20.0;10.25;4.25;0.625;0.0350197;0.373126;1.08278;1.36784;2.15479;0.877064;0.238204;0.0653952;0.0343251;0.0183462;0.00769355;0.000591811;0.0278087;0.0722627;0.121557;0.126956;0.777048;0.380535;0.151208;0.0781191;0.0491203;0.0349169;0.0254479;0.0174584;0.227006;0.234848;5.90413;6.25542;32.384;264.365;1.30315e-06;1.30315e-06;0;0.654454;5.26615;5.26615;0.0;3.27979;3.303;6.25;416.182;0.0147953;0.0150175;0.263196;1.10862;2.06559;2.51052;2.87422;3.2174;3.27314;1.16672;0.00646279;0.064651;0.64283;6.07679;39.2834;86.613;98.4779;-3.30159;0.194126;0.118045;-0.284995;-1.13041;-2.08739;-2.53232;-2.89602;-3.2392;-3.29494;-3.30092;;1.0191;92.2096;0.581677;1.4681;-1.39951;56.4035;0;0.0;0.0;0.25;0.65;0;0;0.0;0.0;0.0;0.05;6.62644;3.79758;0.941211;0.0587893;0.0;0;
midazolam_c0;690.625;458.684;1.50567;1.33752;0.471699;1153.75;636.0;299.75;111.25;52.375;16.5;3.125;0.0;311.75;153.125;76.25;47.25;29.125;22.375;18.0;11.375;0.0;0.0;0.0;0.0;0.0;0.0;381.625;144.0;60.875;19.75;4.0;0.0;0.0729064;0.290972;0.657539;1.20465;2.51535;1.38658;0.653501;0.242542;0.114185;0.0359725;0.00681298;0.0;0.0405266;0.0685057;0.0890336;0.0952518;0.679662;0.333836;0.166237;0.103012;0.0634969;0.0487809;0.0392427;0.0247992;0.686885;0.349206;4.5053;3.37788;34.546;325.767;0.390447;0.195223;0;0.5981;10.6487;10.6487;0.0;3.20229;3.893;33.67;425.014;0.0734057;0.079221;2.10963;2.87217;3.15546;3.18693;3.19738;3.2018;3.20224;1.98391;0.846096;8.04964;46.7436;89.7744;98.8738;99.8862;99.9886;-3.98938;-0.955976;-1.93217;-2.89672;-3.65926;-3.94255;-3.97402;-3.98447;-3.98889;-3.98933;-3.98938;;2.46064;96.2934;0.460175;1.22417;-2.107;49.2805;0;0.0;0.217391;0.173913;0.391304;0;0;0.0;0.0;0.0869565;0.0;7.21181;7.07352;0.790605;0.209395;0.13564;0;
midazolam_c1;684.375;465.762;1.46937;1.3811;0.476007;1113.0;616.625;307.5;116.125;54.75;18.375;2.75;0.0;290.125;133.625;62.25;38.125;22.875;16.0;11.75;7.625;0.0;0.0;0.0;0.0;0.0;0.0;388.75;150.625;67.625;24.625;4.5;0.0;0.065221;0.252063;0.573924;1.16594;2.38963;1.32391;0.660208;0.249323;0.117549;0.0394515;0.0059043;0.0;0.0425764;0.107434;0.171664;0.237485;0.622904;0.286895;0.133652;0.0818551;0.049113;0.0343523;0.0252275;0.016371;0.879518;0.481967;4.48435;1.65005;34.546;325.767;0.405864;0.202932;0;0.577176;10.6487;10.6487;0.0;3.20229;3.893;33.67;432.092;0.0722901;0.0779232;2.10963;2.87217;3.15546;3.18693;3.19738;3.2018;3.20224;1.98391;0.846096;8.04964;46.7436;89.7744;98.8738;99.8862;99.9886;-3.84028;-0.806871;-1.78307;-2.74762;-3.51016;-3.79345;-3.82492;-3.83536;-3.83979;-3.84023;-3.84027;;2.46064;88.9314;0.416096;1.26452;-2.07555;46.2138;0;0.0;0.217391;0.173913;0.391304;0;0;0.0;0.0;0.0869565;0.0;7.21181;6.49705;0.77097;0.22903;0.13564;0;
midazolam_c2;684.875;457.946;1.49554;1.3455;0.475659;1115.38;620.5;308.0;116.375;54.625;18.875;3.375;0.0;289.875;133.375;65.5;39.5;23.75;16.75;12.875;8.375;0.0;0.0;0.0;0.0;0.0;0.0;384.0;149.75;67.875;24.75;4.5;0.0;0.0668868;0.256763;0.586471;1.13398;2.43561;1.35496;0.672569;0.254124;0.119283;0.0412167;0.00736987;0.0;0.0414269;0.104349;0.167444;0.23058;0.63299;0.291246;0.14303;0.0862548;0.0518621;0.0365764;0.0281147;0.0182882;0.833969;0.477848;4.47062;1.78221;34.546;325.767;0.403354;0.201677;0;0.581755;10.6487;10.6487;0.0;3.20229;3.893;33.67;424.276;0.073524;0.0793588;2.10963;2.87217;3.15546;3.18693;3.19738;3.2018;3.20224;1.98391;0.846096;8.04964;46.7436;89.7744;98.8738;99.8862;99.9886;-3.87115;-0.837742;-1.81394;-2.77849;-3.54103;-3.82432;-3.85579;-3.86623;-3.87066;-3.8711;-3.87115;;2.46064;90.214;0.441669;1.25848;-2.099;47.0709;0;0.0;0.217391;0.173913;0.391304;0;0;0.0;0.0;0.0869565;0.0;7.21181;6.53258;0.770438;0.229562;0.13564;0;
midazolam_c3;684.0;463.358;1.47618;1.37117;0.476267;1113.25;618.5;308.375;116.875;54.25;18.5;3.0;0.0;291.75;135.375;66.25;39.375;23.75;16.75;12.75;8.0;0.0;0.0;0.0;0.0;0.0;0.0;385.5;150.0;68.25;24.5;4.5;0.0;0.0657595;0.252504;0.580679;1.1658;2.40257;1.33482;0.665522;0.252235;0.11708;0.0399259;0.00647447;0.0;0.042159;0.102603;0.165208;0.224053;0.629643;0.292161;0.142978;0.0849775;0.0512563;0.0361492;0.0275165;0.0172653;0.818868;0.469841;4.45953;1.83318;34.546;325.767;0.404561;0.20228;0;0.581478;10.6487;10.6487;0.0;3.20229;3.893;33.67;429.688;0.0726652;0.0783592;2.10963;2.87217;3.15546;3.18693;3.19738;3.2018;3.20224;1.98391;0.846096;8.04964;46.7436;89.7744;98.8738;99.8862;99.9886;-3.8666;-0.83319;-1.80939;-2.77394;-3.53648;-3.81977;-3.85124;-3.86168;-3.8661;-3.86655;-3.86659;;2.46064;89.9235;0.423677;1.25932;-2.08363;46.7839;0;0.0;0.217391;0.173913;0.391304;0;0;0.0;0.0;0.0869565;0.0;7.21181;6.51505;0.77082;0.22918;0.13564;0;
midazolam_c4;684.375;460.223;1.48705;1.35654;0.476007;1112.63;616.125;306.875;116.5;54.375;18.5;2.875;0.0;289.125;132.125;63.0;38.625;22.875;16.375;12.125;7.75;0.0;0.0;0.0;0.0;0.0;0.0;387.625;150.75;67.75;24.5;4.0;0.0;0.0652525;0.252895;0.570377;1.14784;2.41758;1.33875;0.666796;0.253138;0.118149;0.0401979;0.00624697;0.0;0.0426374;0.105586;0.169032;0.226141;0.628228;0.287089;0.13689;0.0839266;0.0497041;0.0355805;0.0263459;0.0168396;0.863095;0.478964;4.46704;1.70144;34.546;325.767;0.404924;0.202462;0;0.580295;10.6487;10.6487;0.0;3.20229;3.893;33.67;426.553;0.0731601;0.078935;2.10963;2.87217;3.15546;3.18693;3.19738;3.2018;3.20224;1.98391;0.846096;8.04964;46.7436;89.7744;98.8738;99.8862;99.9886;-3.84928;-0.815869;-1.79206;-2.75662;-3.51916;-3.80245;-3.83391;-3.84436;-3.84878;-3.84923;-3.84927;;2.46064;89.5887;0.430175;1.26142;-2.08453;46.4949;0;0.0;0.217391;0.173913;0.391304;0;0;0.0;0.0;0.0869565;0.0;7.21181;6.50539;0.769789;0.230211;0.13564;0;
miloxacin_c0;535.125;386.311;1.38522;1.33421;0.48997;1102.63;844.75;560.375;270.5;137.5;75.25;39.125;10.125;103.625;44.0;29.75;20.125;16.625;11.25;8.5;5.25;0.0;0.0;0.0;0.0;0.0;0.0;636.375;313.125;158.5;87.75;41.625;9.5;0.171539;0.367249;1.19089;1.74435;2.85424;2.18671;1.45058;0.700213;0.355931;0.194791;0.101278;0.0262094;0.0828455;0.168953;0.221493;0.2557;0.268242;0.113898;0.0770105;0.0520953;0.0430353;0.0291216;0.022003;0.0135901;4.62185;3.73913;6.64982;0.384017;22.103;262.195;0.196099;0.0653663;1;0.683746;19.2012;19.2012;0.0;1.43295;-2.088;100.49;285.821;0.260127;0.351584;1.40755;1.23821;0.61044;0.159185;-0.319552;-1.24894;-1.87428;0.861815;95.9271;94.3173;63.8541;15.0216;1.73701;0.176459;0.017674;-1.9502;-1.81398;-1.93214;-1.9248;-1.75546;-1.12769;-0.676435;-0.197698;0.731686;1.35703;1.52619;6.24741;2.56587;41.7884;-0.252885;-0.322752;-3.22527;100.0;0;0.0;0.210526;0.263158;0.105263;0;0;0.157895;0.0;0.0;0.0526316;8.1345;3.25477;0.340439;0.659561;0.323759;0;
miloxacin_c1;531.5;383.538;1.38578;1.32887;0.493311;1104.75;839.375;557.5;268.5;135.75;77.375;38.5;11.25;106.625;44.5;29.625;22.75;16.625;12.75;8.125;4.75;0.0;0.0;0.0;0.0;0.0;0.0;627.75;309.875;158.375;90.875;42.5;10.75;0.174041;0.375213;1.199;1.76145;2.88041;2.1885;1.45357;0.70006;0.353941;0.20174;0.100381;0.0293321;0.0826443;0.171598;0.226766;0.242916;0.278003;0.116025;0.0772413;0.0593161;0.0433464;0.0332431;0.0211843;0.0123847;4.58228;3.4011;6.59984;0.389591;22.103;262.195;0.170009;0.0566697;1;0.689395;19.2012;19.2012;0.0;1.43295;-2.088;100.49;283.048;0.262008;0.355027;1.40755;1.23821;0.61044;0.159185;-0.319552;-1.24894;-1.87428;0.861815;95.9271;94.3173;63.8541;15.0216;1.73701;0.176459;0.017674;-1.95534;-1.81912;-1.93728;-1.92994;-1.7606;-1.13283;-0.681574;-0.202838;0.726546;1.35189;1.52105;6.24741;2.56587;41.8834;-0.254815;-0.319213;-3.20238;100.0;0;0.0;0.210526;0.263158;0.105263;0;0;0.157895;0.0;0.0;0.0526316;8.1345;3.25519;0.348559;0.651441;0.323759;0;
